CustomerID,Segment,CustomerName,TerritoryID
14257,Individual,Individual Consumer,4
14258,Individual,Individual Consumer,4
14259,Individual,Individual Consumer,9
14260,Individual,Individual Consumer,9
14261,Individual,Individual Consumer,9
14262,Individual,Individual Consumer,9
14263,Individual,Individual Consumer,9
14264,Individual,Individual Consumer,9
14265,Individual,Individual Consumer,6
14266,Individual,Individual Consumer,1
14267,Individual,Individual Consumer,1
14268,Individual,Individual Consumer,4
14269,Individual,Individual Consumer,4
14270,Individual,Individual Consumer,4
14271,Individual,Individual Consumer,1
14272,Individual,Individual Consumer,1
14273,Individual,Individual Consumer,4
14274,Individual,Individual Consumer,6
14275,Individual,Individual Consumer,9
14276,Individual,Individual Consumer,9
14277,Individual,Individual Consumer,9
14278,Individual,Individual Consumer,9
14279,Individual,Individual Consumer,9
14280,Individual,Individual Consumer,1
14281,Individual,Individual Consumer,6
14282,Individual,Individual Consumer,6
14283,Individual,Individual Consumer,1
14284,Individual,Individual Consumer,1
14285,Individual,Individual Consumer,4
14286,Individual,Individual Consumer,9
14287,Individual,Individual Consumer,9
14288,Individual,Individual Consumer,4
14289,Individual,Individual Consumer,4
14290,Individual,Individual Consumer,1
14291,Individual,Individual Consumer,6
14292,Individual,Individual Consumer,4
14293,Individual,Individual Consumer,4
14294,Individual,Individual Consumer,4
14295,Individual,Individual Consumer,4
14296,Individual,Individual Consumer,1
14297,Individual,Individual Consumer,4
14298,Individual,Individual Consumer,4
14299,Individual,Individual Consumer,9
14300,Individual,Individual Consumer,9
14301,Individual,Individual Consumer,9
14302,Individual,Individual Consumer,9
14303,Individual,Individual Consumer,9
14304,Individual,Individual Consumer,9
14305,Individual,Individual Consumer,9
14306,Individual,Individual Consumer,9
14307,Individual,Individual Consumer,9
14308,Individual,Individual Consumer,9
14309,Individual,Individual Consumer,9
14310,Individual,Individual Consumer,9
14311,Individual,Individual Consumer,9
14312,Individual,Individual Consumer,9
14313,Individual,Individual Consumer,9
14314,Individual,Individual Consumer,9
14315,Individual,Individual Consumer,9
14316,Individual,Individual Consumer,9
14317,Individual,Individual Consumer,9
14318,Individual,Individual Consumer,9
14319,Individual,Individual Consumer,9
14320,Individual,Individual Consumer,9
14321,Individual,Individual Consumer,9
14322,Individual,Individual Consumer,9
14323,Individual,Individual Consumer,9
14324,Individual,Individual Consumer,9
14325,Individual,Individual Consumer,9
14326,Individual,Individual Consumer,9
14327,Individual,Individual Consumer,4
14328,Individual,Individual Consumer,6
14329,Individual,Individual Consumer,4
14330,Individual,Individual Consumer,6
14331,Individual,Individual Consumer,1
14332,Individual,Individual Consumer,6
14333,Individual,Individual Consumer,1
14334,Individual,Individual Consumer,1
14335,Individual,Individual Consumer,1
14336,Individual,Individual Consumer,1
14337,Individual,Individual Consumer,1
14338,Individual,Individual Consumer,6
14339,Individual,Individual Consumer,4
14340,Individual,Individual Consumer,1
14341,Individual,Individual Consumer,6
14342,Individual,Individual Consumer,1
14343,Individual,Individual Consumer,1
14344,Individual,Individual Consumer,9
14345,Individual,Individual Consumer,9
14346,Individual,Individual Consumer,9
14347,Individual,Individual Consumer,9
14348,Individual,Individual Consumer,9
14349,Individual,Individual Consumer,1
14350,Individual,Individual Consumer,1
14351,Individual,Individual Consumer,4
14352,Individual,Individual Consumer,1
14353,Individual,Individual Consumer,6
14354,Individual,Individual Consumer,4
14355,Individual,Individual Consumer,1
14356,Individual,Individual Consumer,4
14357,Individual,Individual Consumer,4
14358,Individual,Individual Consumer,1
14359,Individual,Individual Consumer,6
14360,Individual,Individual Consumer,4
14361,Individual,Individual Consumer,1
14362,Individual,Individual Consumer,1
14363,Individual,Individual Consumer,6
14364,Individual,Individual Consumer,4
14365,Individual,Individual Consumer,4
14366,Individual,Individual Consumer,1
14367,Individual,Individual Consumer,1
14368,Individual,Individual Consumer,4
14369,Individual,Individual Consumer,1
14370,Individual,Individual Consumer,6
14371,Individual,Individual Consumer,6
14372,Individual,Individual Consumer,1
14373,Individual,Individual Consumer,4
14374,Individual,Individual Consumer,4
14375,Individual,Individual Consumer,1
14376,Individual,Individual Consumer,1
14377,Individual,Individual Consumer,1
14378,Individual,Individual Consumer,4
14379,Individual,Individual Consumer,4
14380,Individual,Individual Consumer,1
14381,Individual,Individual Consumer,1
14382,Individual,Individual Consumer,4
14383,Individual,Individual Consumer,4
14384,Individual,Individual Consumer,1
14385,Individual,Individual Consumer,1
14386,Individual,Individual Consumer,4
14387,Individual,Individual Consumer,6
14388,Individual,Individual Consumer,4
14389,Individual,Individual Consumer,4
14390,Individual,Individual Consumer,4
14391,Individual,Individual Consumer,1
14392,Individual,Individual Consumer,1
14393,Individual,Individual Consumer,1
14394,Individual,Individual Consumer,1
14395,Individual,Individual Consumer,4
14396,Individual,Individual Consumer,1
14397,Individual,Individual Consumer,1
14398,Individual,Individual Consumer,1
14399,Individual,Individual Consumer,4
14400,Individual,Individual Consumer,4
14401,Individual,Individual Consumer,1
14402,Individual,Individual Consumer,1
14403,Individual,Individual Consumer,4
14404,Individual,Individual Consumer,1
14405,Individual,Individual Consumer,1
14406,Individual,Individual Consumer,4
14407,Individual,Individual Consumer,4
14408,Individual,Individual Consumer,4
14409,Individual,Individual Consumer,4
14410,Individual,Individual Consumer,4
14411,Individual,Individual Consumer,1
14412,Individual,Individual Consumer,1
14413,Individual,Individual Consumer,4
14414,Individual,Individual Consumer,4
14415,Individual,Individual Consumer,4
14416,Individual,Individual Consumer,6
14417,Individual,Individual Consumer,1
14418,Individual,Individual Consumer,1
14419,Individual,Individual Consumer,1
14420,Individual,Individual Consumer,1
14421,Individual,Individual Consumer,1
14422,Individual,Individual Consumer,8
14423,Individual,Individual Consumer,10
14424,Individual,Individual Consumer,7
14425,Individual,Individual Consumer,8
14426,Individual,Individual Consumer,8
14427,Individual,Individual Consumer,10
14428,Individual,Individual Consumer,8
14429,Individual,Individual Consumer,10
14430,Individual,Individual Consumer,1
14431,Individual,Individual Consumer,4
14432,Individual,Individual Consumer,1
14433,Individual,Individual Consumer,4
14434,Individual,Individual Consumer,4
14435,Individual,Individual Consumer,4
14436,Individual,Individual Consumer,6
14437,Individual,Individual Consumer,1
14438,Individual,Individual Consumer,1
14439,Individual,Individual Consumer,1
14440,Individual,Individual Consumer,4
14441,Individual,Individual Consumer,4
14442,Individual,Individual Consumer,4
14443,Individual,Individual Consumer,4
14444,Individual,Individual Consumer,4
14445,Individual,Individual Consumer,4
14446,Individual,Individual Consumer,6
14447,Individual,Individual Consumer,1
14448,Individual,Individual Consumer,1
14449,Individual,Individual Consumer,1
14450,Individual,Individual Consumer,4
14451,Individual,Individual Consumer,4
14452,Individual,Individual Consumer,1
14453,Individual,Individual Consumer,1
14454,Individual,Individual Consumer,4
14455,Individual,Individual Consumer,6
14456,Individual,Individual Consumer,1
14457,Individual,Individual Consumer,4
14458,Individual,Individual Consumer,6
14459,Individual,Individual Consumer,6
14460,Individual,Individual Consumer,1
14461,Individual,Individual Consumer,1
14462,Individual,Individual Consumer,4
14463,Individual,Individual Consumer,4
14464,Individual,Individual Consumer,4
14465,Individual,Individual Consumer,1
14466,Individual,Individual Consumer,1
14467,Individual,Individual Consumer,1
14468,Individual,Individual Consumer,1
14469,Individual,Individual Consumer,1
14470,Individual,Individual Consumer,4
14471,Individual,Individual Consumer,4
14472,Individual,Individual Consumer,4
14473,Individual,Individual Consumer,4
14474,Individual,Individual Consumer,4
14475,Individual,Individual Consumer,1
14476,Individual,Individual Consumer,1
14477,Individual,Individual Consumer,4
14478,Individual,Individual Consumer,6
14479,Individual,Individual Consumer,4
14480,Individual,Individual Consumer,6
14481,Individual,Individual Consumer,1
14482,Individual,Individual Consumer,1
14483,Individual,Individual Consumer,1
14484,Individual,Individual Consumer,4
14485,Individual,Individual Consumer,4
14486,Individual,Individual Consumer,4
14487,Individual,Individual Consumer,4
14488,Individual,Individual Consumer,4
14489,Individual,Individual Consumer,4
14490,Individual,Individual Consumer,4
14491,Individual,Individual Consumer,4
14492,Individual,Individual Consumer,1
14493,Individual,Individual Consumer,4
14494,Individual,Individual Consumer,1
14495,Individual,Individual Consumer,4
14496,Individual,Individual Consumer,6
14497,Individual,Individual Consumer,6
14498,Individual,Individual Consumer,4
14499,Individual,Individual Consumer,4
14500,Individual,Individual Consumer,4
14501,Individual,Individual Consumer,4
14502,Individual,Individual Consumer,6
14503,Individual,Individual Consumer,1
14504,Individual,Individual Consumer,6
14505,Individual,Individual Consumer,4
14506,Individual,Individual Consumer,1
14507,Individual,Individual Consumer,4
14508,Individual,Individual Consumer,4
14509,Individual,Individual Consumer,1
14510,Individual,Individual Consumer,1
14511,Individual,Individual Consumer,1
14512,Individual,Individual Consumer,1
14513,Individual,Individual Consumer,4
14514,Individual,Individual Consumer,4
14515,Individual,Individual Consumer,4
14516,Individual,Individual Consumer,9
14517,Individual,Individual Consumer,9
14518,Individual,Individual Consumer,9
14519,Individual,Individual Consumer,1
14520,Individual,Individual Consumer,1
14521,Individual,Individual Consumer,9
14522,Individual,Individual Consumer,9
14523,Individual,Individual Consumer,9
14524,Individual,Individual Consumer,7
14525,Individual,Individual Consumer,10
14526,Individual,Individual Consumer,8
14527,Individual,Individual Consumer,8
14528,Individual,Individual Consumer,8
14529,Individual,Individual Consumer,10
14530,Individual,Individual Consumer,10
14531,Individual,Individual Consumer,10
14532,Individual,Individual Consumer,7
14533,Individual,Individual Consumer,10
14534,Individual,Individual Consumer,7
14535,Individual,Individual Consumer,10
14536,Individual,Individual Consumer,7
14537,Individual,Individual Consumer,8
14538,Individual,Individual Consumer,7
14539,Individual,Individual Consumer,7
14540,Individual,Individual Consumer,10
14541,Individual,Individual Consumer,8
14542,Individual,Individual Consumer,10
14543,Individual,Individual Consumer,8
14544,Individual,Individual Consumer,7
14545,Individual,Individual Consumer,10
14546,Individual,Individual Consumer,10
14547,Individual,Individual Consumer,10
14548,Individual,Individual Consumer,7
14549,Individual,Individual Consumer,8
14550,Individual,Individual Consumer,7
14551,Individual,Individual Consumer,8
14552,Individual,Individual Consumer,10
14553,Individual,Individual Consumer,10
14554,Individual,Individual Consumer,10
14555,Individual,Individual Consumer,7
14556,Individual,Individual Consumer,7
14557,Individual,Individual Consumer,9
14558,Individual,Individual Consumer,1
14559,Individual,Individual Consumer,4
14560,Individual,Individual Consumer,4
14561,Individual,Individual Consumer,6
14562,Individual,Individual Consumer,4
14563,Individual,Individual Consumer,1
14564,Individual,Individual Consumer,4
14565,Individual,Individual Consumer,4
14566,Individual,Individual Consumer,6
14567,Individual,Individual Consumer,6
14568,Individual,Individual Consumer,1
14569,Individual,Individual Consumer,1
14570,Individual,Individual Consumer,1
14571,Individual,Individual Consumer,4
14572,Individual,Individual Consumer,4
14573,Individual,Individual Consumer,1
14574,Individual,Individual Consumer,6
14575,Individual,Individual Consumer,1
14576,Individual,Individual Consumer,1
14577,Individual,Individual Consumer,1
14578,Individual,Individual Consumer,6
14579,Individual,Individual Consumer,1
14580,Individual,Individual Consumer,4
14581,Individual,Individual Consumer,1
14582,Individual,Individual Consumer,6
14583,Individual,Individual Consumer,1
14584,Individual,Individual Consumer,4
14585,Individual,Individual Consumer,4
14586,Individual,Individual Consumer,6
14587,Individual,Individual Consumer,1
14588,Individual,Individual Consumer,1
14589,Individual,Individual Consumer,4
14590,Individual,Individual Consumer,4
14591,Individual,Individual Consumer,4
14592,Individual,Individual Consumer,1
14593,Individual,Individual Consumer,4
14594,Individual,Individual Consumer,4
14595,Individual,Individual Consumer,4
14596,Individual,Individual Consumer,4
14597,Individual,Individual Consumer,6
14598,Individual,Individual Consumer,6
14599,Individual,Individual Consumer,1
14600,Individual,Individual Consumer,1
14601,Individual,Individual Consumer,4
14602,Individual,Individual Consumer,4
14603,Individual,Individual Consumer,4
14604,Individual,Individual Consumer,6
14605,Individual,Individual Consumer,6
14606,Individual,Individual Consumer,6
14607,Individual,Individual Consumer,1
14608,Individual,Individual Consumer,1
14609,Individual,Individual Consumer,4
14610,Individual,Individual Consumer,1
14611,Individual,Individual Consumer,6
14612,Individual,Individual Consumer,4
14613,Individual,Individual Consumer,1
14614,Individual,Individual Consumer,4
14615,Individual,Individual Consumer,4
14616,Individual,Individual Consumer,4
14617,Individual,Individual Consumer,1
14618,Individual,Individual Consumer,1
14619,Individual,Individual Consumer,1
14620,Individual,Individual Consumer,4
14621,Individual,Individual Consumer,1
14622,Individual,Individual Consumer,4
14623,Individual,Individual Consumer,4
14624,Individual,Individual Consumer,1
14625,Individual,Individual Consumer,1
14626,Individual,Individual Consumer,6
14627,Individual,Individual Consumer,4
14628,Individual,Individual Consumer,1
14629,Individual,Individual Consumer,1
14630,Individual,Individual Consumer,4
14631,Individual,Individual Consumer,6
14632,Individual,Individual Consumer,6
14633,Individual,Individual Consumer,6
14634,Individual,Individual Consumer,1
14635,Individual,Individual Consumer,1
14636,Individual,Individual Consumer,1
14637,Individual,Individual Consumer,1
14638,Individual,Individual Consumer,1
14639,Individual,Individual Consumer,4
14640,Individual,Individual Consumer,6
14641,Individual,Individual Consumer,6
14642,Individual,Individual Consumer,1
14643,Individual,Individual Consumer,1
14644,Individual,Individual Consumer,1
14645,Individual,Individual Consumer,4
14646,Individual,Individual Consumer,4
14647,Individual,Individual Consumer,4
14648,Individual,Individual Consumer,4
14649,Individual,Individual Consumer,4
14650,Individual,Individual Consumer,1
14651,Individual,Individual Consumer,1
14652,Individual,Individual Consumer,4
14653,Individual,Individual Consumer,4
14654,Individual,Individual Consumer,1
14655,Individual,Individual Consumer,6
14656,Individual,Individual Consumer,1
14657,Individual,Individual Consumer,1
14658,Individual,Individual Consumer,6
14659,Individual,Individual Consumer,4
14660,Individual,Individual Consumer,1
14661,Individual,Individual Consumer,6
14662,Individual,Individual Consumer,4
14663,Individual,Individual Consumer,4
14664,Individual,Individual Consumer,4
14665,Individual,Individual Consumer,9
14666,Individual,Individual Consumer,9
14667,Individual,Individual Consumer,9
14668,Individual,Individual Consumer,9
14669,Individual,Individual Consumer,9
14670,Individual,Individual Consumer,9
14671,Individual,Individual Consumer,9
14672,Individual,Individual Consumer,9
14673,Individual,Individual Consumer,9
14674,Individual,Individual Consumer,9
14675,Individual,Individual Consumer,9
14676,Individual,Individual Consumer,9
14677,Individual,Individual Consumer,9
14678,Individual,Individual Consumer,9
14679,Individual,Individual Consumer,9
14680,Individual,Individual Consumer,9
14681,Individual,Individual Consumer,9
14682,Individual,Individual Consumer,9
14683,Individual,Individual Consumer,9
14684,Individual,Individual Consumer,9
14685,Individual,Individual Consumer,9
14686,Individual,Individual Consumer,9
14687,Individual,Individual Consumer,7
14688,Individual,Individual Consumer,8
14689,Individual,Individual Consumer,7
14690,Individual,Individual Consumer,8
14691,Individual,Individual Consumer,7
14692,Individual,Individual Consumer,10
14693,Individual,Individual Consumer,7
14694,Individual,Individual Consumer,10
14695,Individual,Individual Consumer,8
14696,Individual,Individual Consumer,8
14697,Individual,Individual Consumer,10
14698,Individual,Individual Consumer,8
14699,Individual,Individual Consumer,8
14700,Individual,Individual Consumer,10
14701,Individual,Individual Consumer,7
14702,Individual,Individual Consumer,10
14703,Individual,Individual Consumer,8
14704,Individual,Individual Consumer,7
14705,Individual,Individual Consumer,10
14706,Individual,Individual Consumer,10
14707,Individual,Individual Consumer,8
14708,Individual,Individual Consumer,7
14709,Individual,Individual Consumer,8
14710,Individual,Individual Consumer,8
14711,Individual,Individual Consumer,8
14712,Individual,Individual Consumer,10
14713,Individual,Individual Consumer,8
14714,Individual,Individual Consumer,7
14715,Individual,Individual Consumer,8
14716,Individual,Individual Consumer,7
14717,Individual,Individual Consumer,7
14718,Individual,Individual Consumer,8
14719,Individual,Individual Consumer,7
14720,Individual,Individual Consumer,10
14721,Individual,Individual Consumer,1
14722,Individual,Individual Consumer,1
14723,Individual,Individual Consumer,6
14724,Individual,Individual Consumer,6
14725,Individual,Individual Consumer,6
14726,Individual,Individual Consumer,1
14727,Individual,Individual Consumer,1
14728,Individual,Individual Consumer,1
14729,Individual,Individual Consumer,4
14730,Individual,Individual Consumer,4
14731,Individual,Individual Consumer,4
14732,Individual,Individual Consumer,1
14733,Individual,Individual Consumer,4
14734,Individual,Individual Consumer,1
14735,Individual,Individual Consumer,1
14736,Individual,Individual Consumer,1
14737,Individual,Individual Consumer,1
14738,Individual,Individual Consumer,4
14739,Individual,Individual Consumer,4
14740,Individual,Individual Consumer,4
14741,Individual,Individual Consumer,4
14742,Individual,Individual Consumer,4
14743,Individual,Individual Consumer,1
14744,Individual,Individual Consumer,1
14745,Individual,Individual Consumer,6
14746,Individual,Individual Consumer,4
14747,Individual,Individual Consumer,4
14748,Individual,Individual Consumer,4
14749,Individual,Individual Consumer,4
14750,Individual,Individual Consumer,4
14751,Individual,Individual Consumer,1
14752,Individual,Individual Consumer,4
14753,Individual,Individual Consumer,1
14754,Individual,Individual Consumer,1
14755,Individual,Individual Consumer,4
14756,Individual,Individual Consumer,4
14757,Individual,Individual Consumer,4
14758,Individual,Individual Consumer,4
14759,Individual,Individual Consumer,4
14760,Individual,Individual Consumer,6
14761,Individual,Individual Consumer,4
14762,Individual,Individual Consumer,4
14763,Individual,Individual Consumer,1
14764,Individual,Individual Consumer,4
14765,Individual,Individual Consumer,6
14766,Individual,Individual Consumer,7
14767,Individual,Individual Consumer,8
14768,Individual,Individual Consumer,8
14769,Individual,Individual Consumer,8
14770,Individual,Individual Consumer,10
14771,Individual,Individual Consumer,10
14772,Individual,Individual Consumer,8
14773,Individual,Individual Consumer,7
14774,Individual,Individual Consumer,8
14775,Individual,Individual Consumer,8
14776,Individual,Individual Consumer,10
14777,Individual,Individual Consumer,10
14778,Individual,Individual Consumer,10
14779,Individual,Individual Consumer,7
14780,Individual,Individual Consumer,7
14781,Individual,Individual Consumer,8
14782,Individual,Individual Consumer,8
14783,Individual,Individual Consumer,10
14784,Individual,Individual Consumer,10
14785,Individual,Individual Consumer,7
14786,Individual,Individual Consumer,8
14787,Individual,Individual Consumer,10
14788,Individual,Individual Consumer,7
14789,Individual,Individual Consumer,8
14790,Individual,Individual Consumer,7
14791,Individual,Individual Consumer,7
14792,Individual,Individual Consumer,10
14793,Individual,Individual Consumer,10
14794,Individual,Individual Consumer,10
14795,Individual,Individual Consumer,8
14796,Individual,Individual Consumer,7
14797,Individual,Individual Consumer,8
14798,Individual,Individual Consumer,7
14799,Individual,Individual Consumer,10
14800,Individual,Individual Consumer,8
14801,Individual,Individual Consumer,8
14802,Individual,Individual Consumer,7
14803,Individual,Individual Consumer,8
14804,Individual,Individual Consumer,10
14805,Individual,Individual Consumer,8
14806,Individual,Individual Consumer,10
14807,Individual,Individual Consumer,7
14808,Individual,Individual Consumer,10
14809,Individual,Individual Consumer,10
14810,Individual,Individual Consumer,7
14811,Individual,Individual Consumer,8
14812,Individual,Individual Consumer,10
14813,Individual,Individual Consumer,7
14814,Individual,Individual Consumer,10
14815,Individual,Individual Consumer,10
14816,Individual,Individual Consumer,10
14817,Individual,Individual Consumer,10
14818,Individual,Individual Consumer,7
14819,Individual,Individual Consumer,8
14820,Individual,Individual Consumer,10
14821,Individual,Individual Consumer,10
14822,Individual,Individual Consumer,8
14823,Individual,Individual Consumer,8
14824,Individual,Individual Consumer,8
14825,Individual,Individual Consumer,8
14826,Individual,Individual Consumer,7
14827,Individual,Individual Consumer,8
14828,Individual,Individual Consumer,8
14829,Individual,Individual Consumer,7
14830,Individual,Individual Consumer,8
14831,Individual,Individual Consumer,10
14832,Individual,Individual Consumer,10
14833,Individual,Individual Consumer,10
14834,Individual,Individual Consumer,8
14835,Individual,Individual Consumer,8
14836,Individual,Individual Consumer,10
14837,Individual,Individual Consumer,8
14838,Individual,Individual Consumer,8
14839,Individual,Individual Consumer,10
14840,Individual,Individual Consumer,10
14841,Individual,Individual Consumer,8
14842,Individual,Individual Consumer,8
14843,Individual,Individual Consumer,10
14844,Individual,Individual Consumer,8
14845,Individual,Individual Consumer,7
14846,Individual,Individual Consumer,10
14847,Individual,Individual Consumer,10
14848,Individual,Individual Consumer,7
14849,Individual,Individual Consumer,8
14850,Individual,Individual Consumer,7
14851,Individual,Individual Consumer,7
14852,Individual,Individual Consumer,4
14853,Individual,Individual Consumer,9
14854,Individual,Individual Consumer,9
14855,Individual,Individual Consumer,9
14856,Individual,Individual Consumer,1
14857,Individual,Individual Consumer,9
14858,Individual,Individual Consumer,9
14859,Individual,Individual Consumer,9
14860,Individual,Individual Consumer,9
14861,Individual,Individual Consumer,10
14862,Individual,Individual Consumer,10
14863,Individual,Individual Consumer,10
14864,Individual,Individual Consumer,10
14865,Individual,Individual Consumer,10
14866,Individual,Individual Consumer,8
14867,Individual,Individual Consumer,6
14868,Individual,Individual Consumer,4
14869,Individual,Individual Consumer,1
14870,Individual,Individual Consumer,4
14871,Individual,Individual Consumer,6
14872,Individual,Individual Consumer,1
14873,Individual,Individual Consumer,4
14874,Individual,Individual Consumer,6
14875,Individual,Individual Consumer,6
14876,Individual,Individual Consumer,4
14877,Individual,Individual Consumer,6
14878,Individual,Individual Consumer,1
14879,Individual,Individual Consumer,4
14880,Individual,Individual Consumer,4
14881,Individual,Individual Consumer,1
14882,Individual,Individual Consumer,4
14883,Individual,Individual Consumer,4
14884,Individual,Individual Consumer,4
14885,Individual,Individual Consumer,6
14886,Individual,Individual Consumer,6
14887,Individual,Individual Consumer,1
14888,Individual,Individual Consumer,1
14889,Individual,Individual Consumer,4
14890,Individual,Individual Consumer,4
14891,Individual,Individual Consumer,4
14892,Individual,Individual Consumer,4
14893,Individual,Individual Consumer,6
14894,Individual,Individual Consumer,1
14895,Individual,Individual Consumer,4
14896,Individual,Individual Consumer,4
14897,Individual,Individual Consumer,6
14898,Individual,Individual Consumer,1
14899,Individual,Individual Consumer,4
14900,Individual,Individual Consumer,6
14901,Individual,Individual Consumer,4
14902,Individual,Individual Consumer,4
14903,Individual,Individual Consumer,4
14904,Individual,Individual Consumer,6
14905,Individual,Individual Consumer,1
14906,Individual,Individual Consumer,6
14907,Individual,Individual Consumer,4
14908,Individual,Individual Consumer,1
14909,Individual,Individual Consumer,1
14910,Individual,Individual Consumer,6
14911,Individual,Individual Consumer,6
14912,Individual,Individual Consumer,4
14913,Individual,Individual Consumer,4
14914,Individual,Individual Consumer,4
14915,Individual,Individual Consumer,1
14916,Individual,Individual Consumer,1
14917,Individual,Individual Consumer,1
14918,Individual,Individual Consumer,1
14919,Individual,Individual Consumer,4
14920,Individual,Individual Consumer,4
14921,Individual,Individual Consumer,4
14922,Individual,Individual Consumer,1
14923,Individual,Individual Consumer,7
14924,Individual,Individual Consumer,7
14925,Individual,Individual Consumer,7
14926,Individual,Individual Consumer,7
14927,Individual,Individual Consumer,8
14928,Individual,Individual Consumer,10
14929,Individual,Individual Consumer,10
14930,Individual,Individual Consumer,7
14931,Individual,Individual Consumer,7
14932,Individual,Individual Consumer,7
14933,Individual,Individual Consumer,8
14934,Individual,Individual Consumer,10
14935,Individual,Individual Consumer,8
14936,Individual,Individual Consumer,7
14937,Individual,Individual Consumer,10
14938,Individual,Individual Consumer,10
14939,Individual,Individual Consumer,8
14940,Individual,Individual Consumer,8
14941,Individual,Individual Consumer,10
14942,Individual,Individual Consumer,7
14943,Individual,Individual Consumer,8
14944,Individual,Individual Consumer,7
14945,Individual,Individual Consumer,8
14946,Individual,Individual Consumer,7
14947,Individual,Individual Consumer,10
14948,Individual,Individual Consumer,7
14949,Individual,Individual Consumer,10
14950,Individual,Individual Consumer,10
14951,Individual,Individual Consumer,8
14952,Individual,Individual Consumer,8
14953,Individual,Individual Consumer,10
14954,Individual,Individual Consumer,7
14955,Individual,Individual Consumer,10
14956,Individual,Individual Consumer,8
14957,Individual,Individual Consumer,7
14958,Individual,Individual Consumer,10
14959,Individual,Individual Consumer,7
14960,Individual,Individual Consumer,7
14961,Individual,Individual Consumer,8
14962,Individual,Individual Consumer,8
14963,Individual,Individual Consumer,10
14964,Individual,Individual Consumer,10
14965,Individual,Individual Consumer,7
14966,Individual,Individual Consumer,7
14967,Individual,Individual Consumer,8
14968,Individual,Individual Consumer,10
14969,Individual,Individual Consumer,8
14970,Individual,Individual Consumer,10
14971,Individual,Individual Consumer,7
14972,Individual,Individual Consumer,8
14973,Individual,Individual Consumer,8
14974,Individual,Individual Consumer,10
14975,Individual,Individual Consumer,10
14976,Individual,Individual Consumer,7
14977,Individual,Individual Consumer,7
14978,Individual,Individual Consumer,8
14979,Individual,Individual Consumer,8
14980,Individual,Individual Consumer,8
14981,Individual,Individual Consumer,10
14982,Individual,Individual Consumer,10
14983,Individual,Individual Consumer,10
14984,Individual,Individual Consumer,10
14985,Individual,Individual Consumer,7
14986,Individual,Individual Consumer,10
14987,Individual,Individual Consumer,7
14988,Individual,Individual Consumer,10
14989,Individual,Individual Consumer,7
14990,Individual,Individual Consumer,8
14991,Individual,Individual Consumer,10
14992,Individual,Individual Consumer,10
14993,Individual,Individual Consumer,10
14994,Individual,Individual Consumer,7
14995,Individual,Individual Consumer,7
14996,Individual,Individual Consumer,8
14997,Individual,Individual Consumer,8
14998,Individual,Individual Consumer,7
14999,Individual,Individual Consumer,10
15000,Individual,Individual Consumer,8
15001,Individual,Individual Consumer,8
15002,Individual,Individual Consumer,7
15003,Individual,Individual Consumer,7
15004,Individual,Individual Consumer,7
15005,Individual,Individual Consumer,4
15006,Individual,Individual Consumer,4
15007,Individual,Individual Consumer,6
15008,Individual,Individual Consumer,6
15009,Individual,Individual Consumer,1
15010,Individual,Individual Consumer,4
15011,Individual,Individual Consumer,4
15012,Individual,Individual Consumer,1
15013,Individual,Individual Consumer,4
15014,Individual,Individual Consumer,9
15015,Individual,Individual Consumer,9
15016,Individual,Individual Consumer,4
15017,Individual,Individual Consumer,4
15018,Individual,Individual Consumer,9
15019,Individual,Individual Consumer,9
15020,Individual,Individual Consumer,9
15021,Individual,Individual Consumer,9
15022,Individual,Individual Consumer,9
15023,Individual,Individual Consumer,1
15024,Individual,Individual Consumer,9
15025,Individual,Individual Consumer,9
15026,Individual,Individual Consumer,9
15027,Individual,Individual Consumer,9
15028,Individual,Individual Consumer,9
15029,Individual,Individual Consumer,9
15030,Individual,Individual Consumer,9
15031,Individual,Individual Consumer,9
15032,Individual,Individual Consumer,9
15033,Individual,Individual Consumer,9
15034,Individual,Individual Consumer,9
15035,Individual,Individual Consumer,9
15036,Individual,Individual Consumer,9
15037,Individual,Individual Consumer,9
15038,Individual,Individual Consumer,9
15039,Individual,Individual Consumer,9
15040,Individual,Individual Consumer,9
15041,Individual,Individual Consumer,9
15042,Individual,Individual Consumer,9
15043,Individual,Individual Consumer,9
15044,Individual,Individual Consumer,9
15045,Individual,Individual Consumer,7
15046,Individual,Individual Consumer,10
15047,Individual,Individual Consumer,10
15048,Individual,Individual Consumer,10
15049,Individual,Individual Consumer,8
15050,Individual,Individual Consumer,8
15051,Individual,Individual Consumer,10
15052,Individual,Individual Consumer,10
15053,Individual,Individual Consumer,7
15054,Individual,Individual Consumer,8
15055,Individual,Individual Consumer,8
15056,Individual,Individual Consumer,10
15057,Individual,Individual Consumer,10
15058,Individual,Individual Consumer,10
15059,Individual,Individual Consumer,10
15060,Individual,Individual Consumer,7
15061,Individual,Individual Consumer,7
15062,Individual,Individual Consumer,10
15063,Individual,Individual Consumer,8
15064,Individual,Individual Consumer,7
15065,Individual,Individual Consumer,8
15066,Individual,Individual Consumer,7
15067,Individual,Individual Consumer,7
15068,Individual,Individual Consumer,8
15069,Individual,Individual Consumer,8
15070,Individual,Individual Consumer,7
15071,Individual,Individual Consumer,7
15072,Individual,Individual Consumer,7
15073,Individual,Individual Consumer,8
15074,Individual,Individual Consumer,8
15075,Individual,Individual Consumer,10
15076,Individual,Individual Consumer,8
15077,Individual,Individual Consumer,10
15078,Individual,Individual Consumer,10
